,Name,PuntV,LeagV,g,m/g,t p/g,t a/g,t 3/g,t r/g,t s/g,t b/g,t wft,t wfg,t to/g,p/g,a/g,3/g,r/g,s/g,b/g,wft,wfg,neg to/g
292,Shake Milton,-0.811651128,-0.631826361,76,20.62214912,1.000021261,1.000022998,0.828089329,1.053766747,0.721582946,0.592996898,0.106667525,0.856817144,26.71599618,8.381578947,3.157894737,0.736842105,2.513157895,0.328947368,0.171052632,0.106667525,0.022696897,-1.236842105
293,Malaki Branham,-0.825471603,-0.632609061,66,23.47828283,1.000023221,1.000013091,1.099899569,1.05900788,0.815931532,0.514780967,0.047736577,0.695604624,29.26478074,10.1969697,1.924242424,1.166666667,2.742424242,0.5,0.106060606,0.047736577,-0.328033224,-1.151515152
294,Dominick Barlow,-0.929224951,-0.641823626,28,14.55595238,1.000013683,0.999996917,0,1.076234121,0.739210387,0.89158426,-0.056752372,0.922171537,52.72703597,3.928571429,0.857142857,0,3.642857143,0.357142857,0.678571429,-0.056752372,0.181791175,-0.535714286
295,Wenyen Gabriel,-0.908827496,-0.642666659,68,15.05514706,1.000016994,0.99998728,0.306026648,1.085060116,0.754156819,0.821559098,-0.203224458,1.027305552,46.52713762,5.470588235,0.529411765,0.147058824,4.205882353,0.382352941,0.514705882,-0.203224458,0.460574512,-0.676470588
296,Usman Garuba,-0.917009116,-0.643225586,75,12.93222222,1.000010986,0.999996828,0.494687734,1.083388802,0.855120882,0.754877417,-0.104365931,0.857380504,48.66082001,3,0.853333333,0.32,4.093333333,0.586666667,0.386666667,-0.104365931,0.02402435,-0.626666667
297,Obi Toppin,-0.927949001,-0.644928928,67,15.6778607,1.000020039,0.999999699,1.158338962,1.060066054,0.730673661,0.601124351,0.017500823,0.765060592,51.29591429,7.417910448,0.985074627,1.268656716,2.791044776,0.343283582,0.179104478,0.017500823,-0.183829563,-0.567164179
298,Derrick Jones,-0.955252642,-0.645401156,64,13.95807292,1.000016063,0.99998735,0.586780979,1.0507776,0.792696363,0.850301053,-0.059675986,0.88389027,59.6812218,4.984375,0.53125,0.421875,2.390625,0.453125,0.578125,-0.059675986,0.087342871,-0.390625
299,Ricky Rubio,-0.873392517,-0.646611256,33,17.1540404,1.000016452,1.000024969,0.756395258,1.043661768,0.932422848,0.603805502,0.017433547,0.479684223,36.30620923,5.181818182,3.484848485,0.636363636,2.121212121,0.787878788,0.181818182,0.017433547,-0.71738999,-0.939393939
300,Edmond Sumner,-0.873421183,-0.647176249,53,13.89056604,1.000019646,1.000004984,0.718007389,1.022943271,0.854366768,0.610460825,0.271230815,0.814566148,36.16370402,7.132075472,1.283018868,0.58490566,1.490566038,0.58490566,0.188679245,0.271230815,-0.074758418,-0.943396226
301,Goga Bitadze,-0.929944274,-0.648290891,38,12.02105263,1.000014804,1.00000052,0.31976557,1.075599838,0.775800835,0.89377058,-0.260779777,0.949320975,50.76658633,4.394736842,1.026315789,0.157894737,3.605263158,0.421052632,0.684210526,-0.260779777,0.25100034,-0.578947368
302,P.J. Tucker,-0.929614069,-0.649037945,75,25.60088889,1.00001266,0.999995537,0.825651341,1.080936678,0.825377568,0.62107896,0.013040786,0.782012301,50.42183529,3.546666667,0.8,0.733333333,3.933333333,0.52,0.2,0.013040786,-0.147087689,-0.586666667
303,Luke Kornet,-0.966525544,-0.651605812,69,11.65434783,1.000013304,0.999994724,0.144165292,1.061433333,0.58339472,0.88692634,0.020884876,1.029130344,61.10680362,3.782608696,0.768115942,0.043478261,2.855072464,0.15942029,0.666666667,0.020884876,0.465676775,-0.362318841
304,Stanley Johnson,-0.856865551,-0.653570494,30,15.64944444,1.000017579,1.00001607,0.729397092,1.067699973,0.831533186,0.62107896,-0.151964786,0.942006888,30.88080443,5.8,2.233333333,0.6,3.166666667,0.533333333,0.2,-0.151964786,0.232170019,-1.1
305,Nerlens Noel,-0.914668283,-0.659752684,17,11.45098039,1.000007221,0.999989387,0.173760757,1.058200873,0.982365231,0.854674893,-0.082514816,0.737309519,42.90449351,2.058823529,0.588235294,0.058823529,2.705882353,0.941176471,0.588235294,-0.082514816,-0.242650135,-0.764705882
306,George Hill,-0.918996998,-0.660152832,46,18.13985507,1.000016181,1.000017437,0.82967693,1.035510126,0.845824401,0.547279939,-0.023824915,0.838097645,43.93406496,5.043478261,2.391304348,0.739130435,1.847826087,0.565217391,0.130434783,-0.023824915,-0.020989541,-0.739130435
307,Doug McDermott,-0.896331964,-0.662534036,64,20.53567708,1.000023243,1.00000704,1.497121397,1.045062642,0.62638651,0.496323889,-0.028896655,0.779325677,37.50101041,10.21875,1.421875,1.921875,2.171875,0.203125,0.09375,-0.028896655,-0.15295241,-0.90625
308,Christian Koloko,-0.983348298,-0.664201531,58,13.82528736,1.000011436,0.999987471,0.081419892,1.063372821,0.742188244,0.99486631,-0.159141323,0.851895328,61.99916936,3.137931034,0.534482759,0.017241379,2.948275862,0.362068966,0.982758621,-0.159141323,0.011131302,-0.344827586
309,Dru Smith,-1.006126028,-0.664925484,15,10.56,1.000010761,1.00000766,0.507320253,1.027070224,0.887811441,0.676271658,0.043287469,0.744727004,69.73046598,2.933333333,1.466666667,0.333333333,1.6,0.666666667,0.266666667,0.043287469,-0.22708769,-0.2
310,Dyson Daniels,-0.890751457,-0.66564166,59,17.66073446,1.000013474,1.000016406,0.617018392,1.068077757,0.911340507,0.608308391,-0.090550953,0.756357081,35.36243447,3.847457627,2.271186441,0.457627119,3.186440678,0.728813559,0.186440678,-0.090550953,-0.20245333,-0.966101695
311,Rodney McGruder,-0.987676675,-0.667903717,32,16.37135417,1.000017438,0.999997329,1.165427996,1.048795379,0.815931532,0.358563365,0.023800674,0.698581709,62.0544329,5.71875,0.875,1.28125,2.3125,0.5,0.03125,0.023800674,-0.322055509,-0.34375
312,Jock Landale,-0.911785214,-0.66937147,69,14.18236715,1.000018884,0.999999708,0.479598455,1.082854728,0.651207961,0.781538297,-0.047450419,0.95140223,39.39788738,6.608695652,0.985507246,0.304347826,4.057971014,0.231884058,0.434782609,-0.047450419,0.256383809,-0.855072464
313,John Wall,-0.685493355,-0.670137499,34,22.19901961,1.000024295,1.000033109,0.981728804,1.058200873,0.934583706,0.734762574,-0.339487652,0.508503428,5.777666184,11.35294118,5.235294118,0.970588235,2.705882353,0.794117647,0.352941176,-0.339487652,-0.670153323,-2.352941176
314,Nassir Little,-0.945738149,-0.674154548,54,18.07438272,1.000018944,0.999998461,1.045128874,1.056059007,0.747142364,0.745319026,-0.056368189,0.763257541,46.94202879,6.648148148,0.925925926,1.074074074,2.611111111,0.37037037,0.37037037,-0.056368189,-0.187701053,-0.666666667
315,Davion Mitchell,-0.929878631,-0.674660652,80,18.085625,1.000017272,1.000016767,0.862807621,1.015574024,0.839076663,0.609329208,0.008869471,0.798822037,42.4947566,5.625,2.3125,0.7875,1.3125,0.55,0.1875,0.008869471,-0.110033286,-0.775
316,DeAndre Jordan,-0.864650309,-0.678118114,39,15.02179487,1.000016298,0.999997256,0.104039773,1.097976176,0.707574986,0.855322853,-0.400282244,1.158976918,26.89221205,5.102564103,0.871794872,0.025641026,5.179487179,0.307692308,0.58974359,-0.400282244,0.853717227,-1.230769231
317,Tre Mann,-0.913974234,-0.680793874,67,17.66094527,1.000020434,1.000011656,1.124358456,1.048819418,0.85952029,0.585842904,-0.016357404,0.54010284,36.80843956,7.71641791,1.791044776,1.208955224,2.313432836,0.597014925,0.164179104,-0.016357404,-0.616770809,-0.925373134
318,Darius Bazley,-0.959478302,-0.681143169,43,14.32790698,1.000016505,0.999997528,0.623236333,1.068511784,0.821455205,0.932861599,-0.391846184,0.805901361,48.60689261,5.209302326,0.88372093,0.465116279,3.209302326,0.511627907,0.790697674,-0.391846184,-0.094240675,-0.627906977
319,Nickeil Alexander-Walker,-0.913994596,-0.681732699,59,14.97570621,1.000018169,1.000012092,1.020805383,1.031022312,0.8356449,0.736599863,-0.118877277,0.776942985,36.56319224,6.152542373,1.830508475,1.033898305,1.711864407,0.542372881,0.355932203,-0.118877277,-0.158140499,-0.93220339
320,Will Barton,-0.927267458,-0.683412556,56,17.73125,1.000019122,1.000013863,1.106818845,1.052156407,0.815931532,0.649085087,0.003081343,0.533692105,39.31991257,6.767857143,2,1.178571429,2.446428571,0.5,0.232142857,0.003081343,-0.627737615,-0.857142857
321,Vlatko Cancar,-0.964905022,-0.684451714,60,14.81722222,1.000015994,1.000005754,0.814009433,1.04399978,0.744941861,0.650068391,0.097898851,0.847257007,49.09709423,4.95,1.333333333,0.716666667,2.133333333,0.366666667,0.233333333,0.097898851,0.000283857,-0.616666667
322,Blake Griffin,-0.977686687,-0.685018147,41,13.87560976,1.000014222,1.000007946,0.699717436,1.078504704,0.729534525,0.638427041,-0.099365976,0.859184981,52.68703714,4.146341463,1.487804878,0.56097561,3.780487805,0.341463415,0.219512195,-0.099365976,0.028281304,-0.536585366
323,Day'Ron Sharpe,-0.926391111,-0.685040744,48,11.51006944,1.000015538,0.999994794,0.276796959,1.084482617,0.710801907,0.88692634,-0.168665544,0.946155321,38.65172276,4.729166667,0.770833333,0.125,4.166666667,0.3125,0.666666667,-0.168665544,0.242833367,-0.875
324,Haywood Highsmith,-0.933651484,-0.685877696,54,17.95,1.000014749,0.999995444,0.791732694,1.073466395,0.887811441,0.710320657,-0.165551007,0.766580149,40.22297024,4.37037037,0.796296296,0.685185185,3.481481481,0.666666667,0.314814815,-0.165551007,-0.180561363,-0.833333333
325,Lindy Waters III,-1.024754775,-0.687402467,41,12.94308943,1.000016524,0.999992373,1.238947442,1.034916295,0.729534525,0.677489388,0.008018217,0.680596193,67.32153073,5.219512195,0.682926829,1.414634146,1.829268293,0.341463415,0.268292683,0.008018217,-0.357899259,-0.243902439
326,Chris Duarte,-0.926769997,-0.687575376,46,19.50434783,1.00002063,1.000006605,1.116700012,1.053452433,0.836144361,0.6170523,0.09964106,0.446762222,38.04840605,7.869565217,1.391304348,1.195652174,2.5,0.543478261,0.195652174,0.09964106,-0.769711603,-0.891304348
327,Romeo Langford,-0.956282387,-0.687707084,43,19.63410853,1.000019326,1.000003016,0.542989521,1.056972992,0.842702094,0.701862018,-0.113476948,0.824907441,45.63834177,6.906976744,1.162790698,0.372093023,2.651162791,0.558139535,0.302325581,-0.113476948,-0.051284588,-0.697674419
328,Orlando Robinson,-0.986127122,-0.689763219,31,13.71290323,1.000013196,0.999995698,0,1.082953908,0.756890897,0.755125816,-0.073885237,0.909618769,53.63181553,3.741935484,0.806451613,0,4.064516129,0.387096774,0.387096774,-0.073885237,0.150421459,-0.516129032
329,Danny Green,-0.929356987,-0.69227257,11,12.60909091,1.00001713,0.999987877,1.260423964,1.013799587,0.83703555,0.680784271,0.019676122,0.794776064,37.3975683,5.545454545,0.545454545,1.454545455,1.272727273,0.545454545,0.272727273,0.019676122,-0.119008994,-0.909090909
330,Dario Saric,-0.921078102,-0.692438344,57,14.1377193,1.000018486,1.00000522,0.864142712,1.076044487,0.735380535,0.537606746,0.060512949,0.81062314,35.40410645,6.350877193,1.298245614,0.789473684,3.631578947,0.350877193,0.122807018,0.060512949,-0.083644969,-0.964912281
331,Ochai Agbaji,-0.964808995,-0.694914353,59,20.49350282,1.000020688,1.000002543,1.216230551,1.041662843,0.681829024,0.666786046,0.032782656,0.701801816,45.75333902,7.915254237,1.13559322,1.372881356,2.050847458,0.271186441,0.254237288,0.032782656,-0.315569764,-0.694915254
332,Lamar Stevens,-1.010160317,-0.700255004,62,18.07096774,1.000016659,0.999987388,0.638641965,1.070914934,0.783511769,0.704683243,-0.075210829,0.790235393,57.46850644,5.290322581,0.532258065,0.483870968,3.338709677,0.435483871,0.306451613,-0.075210829,-0.129039003,-0.435483871
333,Chimezie Metu,-1.00544116,-0.702714602,66,10.43787879,1.000015818,0.999989985,0.292081001,1.06442435,0.724393349,0.712560503,-0.048485969,0.996599546,55.09864633,4.863636364,0.606060606,0.136363636,3,0.333333333,0.318181818,-0.048485969,0.376099979,-0.484848485
334,Jaden Hardy,-0.934242921,-0.703253555,48,14.75798611,1.000021691,1.000006064,1.182905211,1.035711729,0.737397178,0.565655197,0.064553128,0.729710777,35.6352069,8.75,1.354166667,1.3125,1.854166667,0.354166667,0.145833333,0.064553128,-0.25847362,-0.958333333
335,Cam Thomas,-0.912099709,-0.703377002,57,16.6245614,1.000023606,1.000006273,0.933602916,1.029455704,0.735380535,0.537606746,0.257194699,0.719644394,30.71298891,10.59649123,1.368421053,0.894736842,1.666666667,0.350877193,0.122807018,0.257194699,-0.279251382,-1.105263158
336,Austin Rivers,-1.018637715,-0.708710327,52,19.54262821,1.0000159,1.000007325,0.889238382,1.026929756,0.833871782,0.468101038,-0.010748915,0.775198287,57.13687136,4.903846154,1.442307692,0.826923077,1.596153846,0.538461538,0.076923077,-0.010748915,-0.161931583,-0.442307692
337,Bruno Fernando,-0.9891027,-0.709244378,39,10.38803419,1.000013669,0.999995409,0,1.074013223,0.577332742,0.96020997,-0.10713161,0.90812695,48.03898805,3.923076923,0.794871795,0,3.512820513,0.153846154,0.871794872,-0.10713161,0.146719475,-0.641025641
338,Svi Mykhailiuk,-0.974098634,-0.710597294,32,14.62083333,1.00001937,1.000010091,1.182905211,1.029088972,0.800622603,0.540430124,-0.142466987,0.77356207,43.49447175,6.9375,1.65625,1.3125,1.65625,0.46875,0.125,-0.142466987,-0.165480943,-0.75
339,Sandro Mamukelashvili,-0.966604031,-0.712556425,43,15.33992248,1.00001811,1.000007319,0.800616127,1.086459038,0.719408117,0.68543179,-0.131699335,0.715079006,40.96832925,6.11627907,1.441860465,0.697674419,4.302325581,0.325581395,0.279069767,-0.131699335,-0.288605962,-0.813953488
340,Kevin Knox,-0.973808404,-0.716223486,63,15.10608466,1.000018852,0.999987068,1.019492237,1.060463676,0.753345036,0.612175656,-0.016091418,0.805944786,41.75917888,6.587301587,0.523809524,1.031746032,2.80952381,0.380952381,0.19047619,-0.016091418,-0.094143457,-0.793650794
341,Kai Jones,-0.992459771,-0.716661699,46,11.94782609,1.000012276,0.999977588,0.221211115,1.057486374,0.746665321,0.881176104,-0.029839762,0.935516752,46.63512914,3.413043478,0.326086957,0.086956522,2.673913043,0.369565217,0.652173913,-0.029839762,0.215575921,-0.673913043
342,Christian Braun,-1.026271958,-0.717952211,76,15.54057018,1.000015554,0.999994936,0.608437497,1.050551233,0.834331486,0.641994163,-0.133526447,0.877814677,56.25782171,4.736842105,0.776315789,0.447368421,2.381578947,0.539473684,0.223684211,-0.133526447,0.07268271,-0.460526316
343,Jeff Green,-0.976859526,-0.72268007,56,19.48392857,1.000020546,1.000004175,0.680083213,1.05514031,0.716702885,0.702716724,-0.083514834,0.877083344,40.67973283,7.803571429,1.232142857,0.535714286,2.571428571,0.321428571,0.303571429,-0.083514834,0.070924033,-0.821428571
344,Damian Jones,-1.024820898,-0.730203055,41,11.64227642,1.000012423,0.99997989,0.418295711,1.063930656,0.619040471,0.820371045,-0.017641878,0.984553467,51.57541365,3.463414634,0.365853659,0.243902439,2.975609756,0.195121951,0.512195122,-0.017641878,0.343662266,-0.56097561
345,Dewayne Dedmon,-1.012150011,-0.732004849,38,11.21535088,1.000016557,0.99999241,0.49065692,1.074247283,0.655263839,0.814541438,-0.141962372,0.903815102,47.3153696,5.236842105,0.684210526,0.315789474,3.526315789,0.236842105,0.5,-0.141962372,0.136050516,-0.657894737
346,Saben Lee,-0.967961875,-0.733450628,25,14.93933333,1.000017984,1.000019717,0.602227687,1.033968091,0.922616406,0.385739074,-0.106522857,0.688429075,35.5765649,6.04,2.68,0.44,1.8,0.76,0.04,-0.106522857,-0.342368139,-0.96
347,R.J. Hampton,-0.980734205,-0.735855311,47,15.94893617,1.000018603,1.000002777,0.919097832,1.035613154,0.849863853,0.613137514,-0.054271529,0.744051802,37.96335034,6.425531915,1.14893617,0.872340426,1.85106383,0.574468085,0.191489362,-0.054271529,-0.228509095,-0.893617021
348,Aaron Holiday,-1.034814962,-0.740495738,63,13.41613757,1.000013663,1.00000691,0.707742698,1.009187622,0.855392381,0.612175656,0.030571349,0.757112728,51.10391759,3.920634921,1.412698413,0.571428571,1.174603175,0.587301587,0.19047619,0.030571349,-0.200842815,-0.571428571
349,Jaxson Hayes,-1.021448987,-0.740497035,47,12.97836879,1.000016009,0.999993524,0.182752342,1.060441939,0.778213936,0.764880696,-0.149695754,0.949275061,47.24372337,4.957446809,0.723404255,0.063829787,2.808510638,0.425531915,0.404255319,-0.149695754,0.250881704,-0.659574468
350,Oshae Brissett,-1.043940213,-0.742089217,65,16.6625641,1.000018121,0.999992196,0.829213057,1.071190263,0.819595677,0.62107896,-0.147947464,0.636943297,53.30964768,6.123076923,0.676923077,0.738461538,3.353846154,0.507692308,0.2,-0.147947464,-0.442261402,-0.523076923
351,Montrezl Harrell,-1.032446639,-0.744133967,57,11.94736842,1.000017253,0.999989069,0,1.060032133,0.701129107,0.783560909,-0.160347864,1.023068838,49.21234291,5.614035088,0.578947368,0,2.789473684,0.298245614,0.438596491,-0.160347864,0.448764167,-0.614035088
352,Zeke Nnaji,-1.03907498,-0.746099147,53,13.73113208,1.000016537,0.999978402,0.49540809,1.055890131,0.716261598,0.781101613,-0.161903485,0.974276043,50.50034313,5.226415094,0.339622642,0.320754717,2.603773585,0.320754717,0.433962264,-0.161903485,0.31629442,-0.58490566
353,Nikola Jovic,-1.030002461,-0.749056159,15,13.62666667,1.000016987,0.999991891,0.678214568,1.042117812,0.799576663,0.550851288,0.207487302,0.698840788,46.94202879,5.466666667,0.666666667,0.533333333,2.066666667,0.466666667,0.133333333,0.207487302,-0.32153446,-0.666666667
354,Garrison Mathews,-1.078058878,-0.749335591,54,12.70833333,1.000015601,0.999985382,1.099899569,1.017280456,0.788209154,0.494502594,0.119836652,0.649278973,61.63975124,4.759259259,0.481481481,1.166666667,1.351851852,0.444444444,0.092592593,0.119836652,-0.418793984,-0.351851852
355,Eugene Omoruyi,-1.004154419,-0.750793656,40,16.135,1.000019388,0.999992867,0.748023233,1.059718792,0.900615408,0.464606873,-0.19417998,0.763832805,39.58936916,6.95,0.7,0.625,2.775,0.7,0.075,-0.19417998,-0.186466612,-0.85
356,Evan Fournier,-1.011581842,-0.752652809,27,16.98703704,1.000018101,1.000005754,1.173863054,1.034449849,0.857646847,0.521917034,0.057229045,0.393648489,40.9350047,6.111111111,1.333333333,1.296296296,1.814814815,0.592592593,0.111111111,0.057229045,-0.85057477,-0.814814815
357,David Roddy,-1.015483095,-0.756049266,70,17.97642857,1.000018957,0.999996581,0.955255444,1.05933007,0.772120693,0.679823271,-0.141879609,0.717940933,40.95547332,6.657142857,0.842857143,0.928571429,2.757142857,0.414285714,0.271428571,-0.141879609,-0.282746806,-0.814285714
358,Rudy Gay,-1.041574467,-0.758539999,56,14.5639881,1.000016548,1.000000354,0.72132389,1.062598249,0.72816598,0.714704605,0.064382676,0.610548556,47.19514823,5.232142857,1.017857143,0.589285714,2.910714286,0.339285714,0.321428571,0.064382676,-0.491512898,-0.660714286
359,Justin Holiday,-1.071695907,-0.760719692,46,15.34891304,1.000014944,0.999997699,1,1.010206792,0.771440505,0.76976434,-0.027576114,0.640410374,55.41099018,4.456521739,0.891304348,1,1.195652174,0.413043478,0.413043478,-0.027576114,-0.435694848,-0.47826087
360,Wesley Matthews,-1.092399942,-0.761315107,52,15.77788462,1.000012361,0.999991502,0.837192526,1.0450955,0.755463736,0.663477755,0.039620108,0.685447155,61.93119855,3.442307692,0.653846154,0.75,2.173076923,0.384615385,0.25,0.039620108,-0.348295067,-0.346153846
361,Davis Bertans,-1.117096349,-0.766561349,45,10.92888889,1.000015212,0.999984757,1.131964126,1.009342431,0.661367906,0.599803146,0.027701337,0.776993859,68.50394391,4.577777778,0.466666667,1.222222222,1.177777778,0.244444444,0.177777778,0.027701337,-0.158029855,-0.222222222
362,Cody Zeller,-1.012306388,-0.769273277,15,14.44111111,1.000018769,0.999991891,0,1.085945279,0.623542821,0.676271658,-0.228312864,1.07450752,36.52272771,6.533333333,0.666666667,0,4.266666667,0.2,0.266666667,-0.228312864,0.595596139,-0.933333333
363,Kendrick Nunn,-1.014350781,-0.772374334,70,13.76261905,1.000019581,1.000005026,1.077574226,1.025486686,0.764209736,0.505894549,0.041056159,0.694885933,36.18287641,7.085714286,1.285714286,1.128571429,1.557142857,0.4,0.1,0.041056159,-0.329473625,-0.942857143
364,Duncan Robinson,-1.065105607,-0.780258956,42,16.44563492,1.000018533,1.000001819,1.284610805,1.02861425,0.724393349,0,0.093476072,0.556128722,46.94202879,6.380952381,1.095238095,1.5,1.642857143,0.333333333,0,0.093476072,-0.589045893,-0.666666667
365,Patty Mills,-1.0530292,-0.780757797,40,14.16583333,1.000018165,1.000006729,1.13355256,1.005431173,0.749871239,0.464606873,0.037328008,0.691867911,43.49447175,6.15,1.4,1.225,1.1,0.375,0.075,0.037328008,-0.335511058,-0.75
366,Ousmane Dieng,-1.073261034,-0.787508224,39,14.58247863,1.000015991,1.000003302,0.778445889,1.057898463,0.740320908,0.601504186,-0.077485669,0.729457533,46.94202879,4.948717949,1.179487179,0.666666667,2.692307692,0.358974359,0.179487179,-0.077485669,-0.258998904,-0.666666667
367,Gorgui Dieng,-1.024744899,-0.793664893,31,11.5516129,1.000013618,1.000010726,0.786177735,1.072940886,0.548286732,0.790372009,-0.006010146,0.687731881,33.09664302,3.903225806,1.709677419,0.677419355,3.451612903,0.129032258,0.451612903,-0.006010146,-0.34375548,-1.032258065
368,Raul Neto,-1.117060702,-0.803974413,48,10.52569444,1.000011851,1.000009965,0.424724725,0.99758426,0.737397178,0.479321712,0.090809785,0.888021999,54.3847951,3.270833333,1.645833333,0.25,0.958333333,0.354166667,0.083333333,0.090809785,0.09736357,-0.5
369,Kevon Harris,-1.099766707,-0.804460926,34,13.43970588,1.000014224,0.999984925,0.627755297,1.041892651,0.815931532,0.567057779,-0.033119674,0.796724964,49.05420534,4.147058824,0.470588235,0.470588235,2.058823529,0.5,0.147058824,-0.033119674,-0.114690029,-0.617647059
370,Juan Hernangomez,-1.139805168,-0.804934416,42,14.60714286,1.000010664,0.999989624,0.571962048,1.062967657,0.753345036,0.562214039,-0.084214345,0.781449554,61.36995654,2.904761905,0.595238095,0.404761905,2.928571429,0.380952381,0.142857143,-0.084214345,-0.148317433,-0.357142857
371,Markieff Morris,-1.116113925,-0.805058563,35,10.1452381,1.000013275,0.999997573,0.871241763,1.041016529,0.67127118,0.562214039,0.061839241,0.748019048,53.71750991,3.771428571,0.885714286,0.8,2.028571429,0.257142857,0.142857143,0.061839241,-0.220143661,-0.514285714
372,Admiral Schofield,-1.134597611,-0.810454594,37,12.19504505,1.000014325,0.999996461,0.765382061,1.029771139,0.63797404,0.553043847,0.080488079,0.811343395,57.61722703,4.189189189,0.837837838,0.648648649,1.675675676,0.216216216,0.135135135,0.080488079,-0.082024309,-0.432432432
373,McKinley Wright,-1.096198206,-0.812889455,27,12.40864198,1.000014404,1.000015292,0.507320253,1.032002902,0.699781105,0.607093231,-0.069914462,0.837272605,45.38773465,4.222222222,2.148148148,0.333333333,1.740740741,0.296296296,0.185185185,-0.069914462,-0.022896218,-0.703703704
374,Josh Christopher,-1.063215531,-0.815087519,64,12.28359375,1.0000176,1.000002632,0.50240909,1.005916204,0.823333473,0.65092589,-0.03146499,0.823387824,36.37377738,5.8125,1.140625,0.328125,1.109375,0.515625,0.234375,-0.03146499,-0.054749218,-0.9375
375,Danuel House,-1.137089644,-0.816963592,56,14.40892857,1.000015656,0.999995177,0.774145263,1.029872189,0.665744265,0.582156517,-0.035959989,0.841669866,56.07758051,4.785714286,0.785714286,0.660714286,1.678571429,0.25,0.160714286,-0.035959989,-0.012715923,-0.464285714
376,John Butler Jr,-1.199884193,-0.817289539,19,11.6377193,1.000008622,0.999989069,0.586074176,0.993698982,0.745986153,0.801611959,-0.007065822,0.642248445,78.24374943,2.368421053,0.578947368,0.421052632,0.894736842,0.368421053,0.473684211,-0.007065822,-0.432204343,-0.052631579
377,Moses Moody,-1.131188025,-0.821881283,63,12.97010582,1.000015673,0.999995774,0.856212298,1.029455704,0.692351935,0.521917034,-0.071886044,0.847251214,52.54498587,4.793650794,0.80952381,0.777777778,1.666666667,0.285714286,0.111111111,-0.071886044,0.00027034,-0.53968254
378,Payton Pritchard,-1.090262819,-0.825087772,48,13.38993056,1.000017272,1.000005754,1.099899569,1.035046857,0.6965543,0.318019292,-0.011187552,0.697681725,40.22297024,5.625,1.333333333,1.166666667,1.833333333,0.291666667,0.020833333,-0.011187552,-0.323864473,-0.833333333
379,Jared Rhoden,-1.187087053,-0.827705458,14,14.13214286,1.000011676,0.999974945,0.529407981,1.056784531,0.692351935,0.457946631,0.092758862,0.718910254,68.940292,3.214285714,0.285714286,0.357142857,2.642857143,0.285714286,0.071428571,0.092758862,-0.280758534,-0.214285714
380,Malachi Flynn,-1.149750061,-0.829216495,53,13.0336478,1.000015351,1.000005564,0.928473777,1.020695121,0.762086795,0.465469718,-0.016180521,0.589129192,55.72334832,4.641509434,1.320754717,0.886792453,1.433962264,0.396226415,0.075471698,-0.016180521,-0.530535982,-0.471698113
381,Miles McBride,-1.163733144,-0.830717158,64,11.87526042,1.000012438,1.000002356,0.748023233,0.98606889,0.851448027,0.540430124,-0.076712993,0.661676251,59.6812218,3.46875,1.125,0.625,0.78125,0.578125,0.125,-0.076712993,-0.394915903,-0.390625
382,Ziaire Williams,-1.073731541,-0.832860153,37,15.1545045,1.000017362,0.999998889,0.784927127,1.04404987,0.751847593,0.583703722,-0.00644266,0.733963658,34.18873016,5.675675676,0.945945946,0.675675676,2.135135135,0.378378378,0.162162162,-0.00644266,-0.249632316,-1
383,Kessler Edwards,-1.169478867,-0.833236767,35,11.02,1.000010498,0.999991603,0.640143688,1.032074167,0.764209736,0.593382295,-0.021526853,0.740762192,60.64551673,2.857142857,0.657142857,0.485714286,1.742857143,0.4,0.171428571,-0.021526853,-0.235420526,-0.371428571
384,Max Christie,-1.181547575,-0.83663734,41,12.49756098,1.000011385,0.999986619,0.754766209,1.034916295,0.640812958,0.592667427,0.035682866,0.7776156,63.4332266,3.12195122,0.512195122,0.634146341,1.829268293,0.219512195,0.170731707,0.035682866,-0.156677195,-0.317073171
385,Taj Gibson,-1.147618264,-0.836753403,48,10.01006944,1.000012528,0.999993103,0.330625216,1.038302612,0.710801907,0.663477755,-0.060617324,0.895405924,52.45412103,3.5,0.708333333,0.166666667,1.9375,0.3125,0.25,-0.060617324,0.115375269,-0.541666667
386,MarJon Beauchamp,-1.098613842,-0.836831452,52,13.48685897,1.000016323,0.999992082,0.939462786,1.046138025,0.766358992,0.552413502,-0.038304197,0.670975434,39.01055123,5.115384615,0.673076923,0.903846154,2.211538462,0.403846154,0.134615385,-0.038304197,-0.376809673,-0.865384615
387,Juan Toscano-Anderson,-1.131453182,-0.837506359,52,13.46185897,1.000010922,1.000004463,0.314675854,1.050627307,0.707574986,0.613911785,0.003740313,0.813398133,47.48835845,2.980769231,1.25,0.153846154,2.384615385,0.307692308,0.192307692,0.003740313,-0.077394484,-0.653846154
388,J.T. Thor,-1.135366077,-0.838805429,69,14.03961353,1.000013342,0.999986988,0.702980898,1.045905333,0.715004504,0.722438256,-0.055470215,0.727045878,48.18333995,3.797101449,0.52173913,0.565217391,2.202898551,0.31884058,0.333333333,-0.055470215,-0.263994542,-0.637681159
389,Caleb Houstan,-1.182458194,-0.842281826,51,15.9248366,1.000013309,0.999989387,0.938251818,1.038414479,0.654004019,0.555597133,0.017566121,0.657255909,61.58413963,3.784313725,0.588235294,0.901960784,1.941176471,0.235294118,0.137254902,0.017566121,-0.403463787,-0.352941176
